participant,ResponseID,ResponseID,Q_TotalDuration,eise_c,eise_s,ad01,ad02,ad03,ad04,ad05,ad06,ad07,ad08,ad09,ad10,ad11,ad12,ad13,ad14,ad15,ad16,ad17,ad18,ad19,ad20,ad21,ad22,ad23,ad24,ad25,ad26,ad27,ad28,ad29,ad30,ad31,ad32,ad33,ad34,ad35,ad36,ad37,ad38,ad39,ad40,ad41,ad42,ad43,ad44,ad45,ad46,ad47,ad48,ad49,ad50,ad51,ad52,ad53,ad54,ad55,ad56,ad57,ad58,ad59,ad60,ad61,ad62,ad63,ad64,ad65,ad66,ad67,ad68,ad69,ad70,ad71,ad72,ad73,ad74,ad75,ad76,ad77,ad78,catch1,catch2,Q16,prev_exp,prev_last,prev_first,prev_freq,rel_exp,rel_skill,avg_perf_1_TEXT,input,input_TEXT,browser,browser_TEXT,age,gender,catch,catch_TEXT,language,language_TEXT,bugreport,hyp,comments,HITcode,DO-BL-Advice,exclude,exclude_why,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,r_24,r_25,r_26,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26
108,R_26huR9NuWpuOHpf,R_26huR9NuWpuOHpf,1167,RlTQER6Vng,5,NA,NA,7,NA,4,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,5,6,5,NA,5,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,1,NA,NA,5,5,NA,5,6,5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,5,NA,4,5,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,Less experienced,I was less skilled than most people,8,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,50,Male,Other,trout,"Yes, I only spoke English growing up",NA,I had no problems while taking the survey.,How useful people find other people's instructions on how to do a task.,"Interesting study, thank you.",1,ad66|ad11|ad44|ad25|ad52|ad27|ad60|ad23|ad78|ad30|catch1|ad08|ad03|ad21|ad75|ad49|ad53|ad09|ad20|ad45|ad42|catch2|ad48|ad51|ad74|ad22|ad77|ad05,NA,NA,ad66,ad11,ad44,ad25,ad52,ad27,ad60,ad23,ad78,ad30,ad08,ad03,ad21,ad75,ad49,ad53,ad09,ad20,ad45,ad42,ad48,ad51,ad74,ad22,ad77,ad05,6,5,5,5,6,5,4,5,5,5,5,7,5,5,5,5,5,4,1,5,5,5,5,6,4,4
249,R_277OnMCaOWEy6er,R_277OnMCaOWEy6er,592,wLIFwrjX4d,17,7,4,NA,NA,3,NA,7,NA,7,NA,5,7,NA,NA,6,NA,NA,NA,1,NA,6,NA,NA,7,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,7,NA,NA,NA,7,7,7,NA,NA,NA,4,NA,NA,7,NA,NA,NA,7,NA,NA,NA,7,7,7,5,NA,NA,4,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a month,As experienced,I was as skilled as most people,15,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,"advice, teqnique",NA,1,ad01|ad35|ad07|ad05|ad19|ad76|ad29|ad11|ad49|ad73|catch1|ad12|ad54|ad24|ad55|ad15|ad71|ad66|ad09|ad59|ad02|catch2|ad44|ad53|ad70|ad21|ad72|ad62,NA,NA,ad01,ad35,ad07,ad05,ad19,ad76,ad29,ad11,ad49,ad73,ad12,ad54,ad24,ad55,ad15,ad71,ad66,ad09,ad59,ad02,ad44,ad53,ad70,ad21,ad72,ad62,7,7,7,3,1,4,7,5,7,5,7,7,7,7,6,7,7,7,4,4,5,7,7,6,7,7
289,R_27x7z3zHttB5meq,R_27x7z3zHttB5meq,845,2DmQQLWkLP,5,NA,4,5,NA,4,NA,NA,NA,NA,5,NA,4,NA,NA,NA,4,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,4,NA,4,NA,4,5,5,NA,NA,5,5,NA,5,NA,4,NA,NA,4,5,NA,NA,NA,5,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA,4,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,I never play word-finding games,Less experienced,I was less skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,54,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,don't know,NA,1,ad20|ad37|ad32|ad72|ad23|ad42|ad30|ad38|ad45|ad05|catch1|ad03|ad34|ad52|ad50|ad33|ad76|ad12|ad28|ad65|ad02|catch2|ad46|ad69|ad54|ad10|ad16|ad40,NA,NA,ad20,ad37,ad32,ad72,ad23,ad42,ad30,ad38,ad45,ad05,ad03,ad34,ad52,ad50,ad33,ad76,ad12,ad28,ad65,ad02,ad46,ad69,ad54,ad10,ad16,ad40,5,5,4,5,4,4,4,5,4,4,5,5,6,5,5,4,4,4,5,4,5,5,5,5,4,5
237,R_28UTxBzomLzXPcn,R_28UTxBzomLzXPcn,764,1LRXrxdU9R,9,5,NA,NA,NA,NA,5,NA,5,NA,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,5,5,4,5,5,5,5,NA,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,5,NA,5,NA,6,5,NA,NA,4,NA,NA,5,NA,5,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,Less experienced,I was less skilled than most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,20,Male,Other,trout,"Yes, I only spoke English growing up",NA,none,Puzzle solving related to demographics,none,1,ad72|ad58|ad54|ad01|ad32|ad26|ad50|ad27|ad55|ad35|catch1|ad22|ad23|ad21|ad12|ad24|ad08|ad15|ad25|ad52|ad41|catch2|ad61|ad69|ad33|ad43|ad06|ad63,NA,NA,ad72,ad58,ad54,ad01,ad32,ad26,ad50,ad27,ad55,ad35,ad22,ad23,ad21,ad12,ad24,ad08,ad15,ad25,ad52,ad41,ad61,ad69,ad33,ad43,ad06,ad63,5,4,6,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5
144,R_29i6de0Y7QEC4K7,R_29i6de0Y7QEC4K7,885,zXzmsLQsYs,9,NA,NA,NA,NA,NA,6,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,5,NA,5,NA,4,5,4,3,NA,5,5,1,NA,NA,NA,NA,NA,NA,4,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,7,6,4,NA,5,NA,NA,NA,5,NA,5,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,As experienced,I was less skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,19,Male,Other,trout,"Yes, I spoke English and these other languages growing up:",spanish,no,how well people can find words in a diagram,NA,1,ad18|ad28|ad72|ad26|ad40|ad64|ad06|ad68|ad78|ad09|catch1|ad19|ad43|ad51|ad37|ad76|ad70|ad38|ad69|ad35|ad54|catch2|ad42|ad39|ad44|ad10|ad52|ad33,NA,NA,ad18,ad28,ad72,ad26,ad40,ad64,ad06,ad68,ad78,ad09,ad19,ad43,ad51,ad37,ad76,ad70,ad38,ad69,ad35,ad54,ad42,ad39,ad44,ad10,ad52,ad33,6,1,5,5,3,5,6,7,5,6,7,5,4,4,5,4,5,6,5,7,5,4,1,5,5,5
219,R_2A14gm8B4TqAHRx,R_2A14gm8B4TqAHRx,692,opHkP7hhgP,11,NA,NA,NA,NA,4,5,6,5,NA,6,5,NA,5,NA,4,NA,6,6,NA,NA,NA,NA,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,6,NA,NA,5,NA,NA,NA,4,NA,NA,NA,5,NA,4,NA,NA,7,NA,NA,NA,NA,NA,5,NA,5,6,NA,NA,NA,NA,NA,5,4,NA,6,NA,NA,NA,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,As experienced,I was as skilled as most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,30,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,How well someone processes words when letters are scrambled.,NA,1,ad54|ad60|ad34|ad36|ad51|ad63|ad23|ad15|ad69|ad26|catch1|ad06|ad10|ad72|ad13|ad70|ad45|ad17|ad49|ad05|ad62|catch2|ad18|ad38|ad07|ad11|ad41|ad08,NA,NA,ad54,ad60,ad34,ad36,ad51,ad63,ad23,ad15,ad69,ad26,ad06,ad10,ad72,ad13,ad70,ad45,ad17,ad49,ad05,ad62,ad18,ad38,ad07,ad11,ad41,ad08,7,5,6,5,4,6,6,4,5,6,5,6,6,5,4,4,6,5,4,5,6,6,6,5,5,5
134,R_2abEg4pw1THHexU,R_2abEg4pw1THHexU,519,CK7MbkCBwH,9,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,3,2,6,5,NA,6,NA,NA,3,NA,5,NA,NA,6,NA,1,NA,NA,7,NA,NA,6,NA,NA,NA,6,NA,5,NA,7,NA,NA,NA,NA,NA,5,NA,6,NA,4,6,NA,NA,NA,NA,5,NA,7,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,A few times a year,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,To see how we feel about feedback after we have done a task,NA,1,ad15|ad63|ad31|ad76|ad11|ad26|ad48|ad50|ad28|ad40|catch1|ad38|ad66|ad13|ad53|ad74|ad60|ad23|ad14|ad52|ad05|catch2|ad18|ad42|ad16|ad58|ad34|ad21,NA,NA,ad15,ad63,ad31,ad76,ad11,ad26,ad48,ad50,ad28,ad40,ad38,ad66,ad13,ad53,ad74,ad60,ad23,ad14,ad52,ad05,ad18,ad42,ad16,ad58,ad34,ad21,6,5,7,5,2,6,5,6,1,5,6,6,3,6,5,7,5,2,4,6,6,7,5,5,6,3
152,R_2afVdhpJJznFb9Y,R_2afVdhpJJznFb9Y,1825,ywCUXW0MsM,1,NA,4,NA,5,5,NA,NA,NA,7,4,3,4,NA,NA,NA,NA,6,6,5,NA,5,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,3,NA,NA,5,3,NA,NA,NA,NA,5,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,3,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,A few times a year,As experienced,I was as skilled as most people,50,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,42,Female,Other,trout,"Yes, I spoke English and these other languages growing up:",urdu,good survey no error,mind game about cognitive skill,good,1,ad17|ad46|ad09|ad05|ad54|ad37|ad10|ad55|ad53|ad21|catch1|ad19|ad43|ad36|ad11|ad18|ad48|ad68|ad52|ad04|ad25|catch2|ad27|ad02|ad47|ad76|ad73|ad12,NA,NA,ad17,ad46,ad09,ad05,ad54,ad37,ad10,ad55,ad53,ad21,ad19,ad43,ad36,ad11,ad18,ad48,ad68,ad52,ad04,ad25,ad27,ad02,ad47,ad76,ad73,ad12,6,5,7,5,6,4,4,6,7,5,5,3,5,3,6,0,5,5,5,4,6,4,3,3,5,4
74,R_2ALIxsn0egtllpR,R_2ALIxsn0egtllpR,400,dTobrw7HR5,27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,7,6,NA,4,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,6,NA,5,6,NA,4,6,NA,6,3,NA,NA,5,6,NA,NA,6,5,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,5,NA,NA,4,NA,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a week,More experienced,I was more skilled than most people,22,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,23,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,im not sure....but i'm wondering how it was connected to the advice portion,NA,1,ad57|ad25|ad48|ad13|ad49|ad11|ad67|ad14|ad42|ad45|catch1|ad40|ad32|ad30|ad22|ad16|ad43|ad53|ad46|ad12|ad72|catch2|ad52|ad56|ad01|ad75|ad60|ad71,NA,NA,ad57,ad25,ad48,ad13,ad49,ad11,ad67,ad14,ad42,ad45,ad40,ad32,ad30,ad22,ad16,ad43,ad53,ad46,ad12,ad72,ad52,ad56,ad01,ad75,ad60,ad71,5,5,6,7,3,6,4,6,5,4,6,5,6,4,4,6,6,6,5,5,5,6,4,4,3,5
229,R_2aVSN5g5BnoxKDo,R_2aVSN5g5BnoxKDo,647,qqHzR0OVyg,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,3,NA,NA,NA,NA,4,5,5,NA,NA,5,6,NA,NA,NA,NA,NA,4,NA,NA,5,4,NA,NA,NA,7,NA,5,5,NA,NA,5,NA,NA,NA,5,3,NA,NA,5,4,NA,7,NA,NA,3,NA,NA,NA,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Within the last month,Within the last 5 years,A few times a year,Less experienced,I was less skilled than most people,6,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Male,Other,trout,"Yes, I only spoke English growing up",NA,NA,dunno,NA,1,ad44|ad12|ad38|ad52|ad69|ad27|ad24|ad14|ad33|ad48|catch1|ad77|ad47|ad32|ad66|ad15|ad67|ad08|ad34|ad26|ad72|catch2|ad37|ad62|ad63|ad58|ad54|ad55,NA,NA,ad44,ad12,ad38,ad52,ad69,ad27,ad24,ad14,ad33,ad48,ad77,ad47,ad32,ad66,ad15,ad67,ad08,ad34,ad26,ad72,ad37,ad62,ad63,ad58,ad54,ad55,4,5,6,7,7,3,4,6,5,4,5,5,4,5,3,4,5,5,4,3,5,5,3,5,5,5
51,R_2B3DowstbTZmSyD,R_2B3DowstbTZmSyD,310,Qhy8wCW8Vj,13,NA,NA,5,5,4,5,NA,6,NA,NA,NA,6,6,NA,5,5,NA,5,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,6,NA,5,NA,NA,NA,4,4,NA,NA,5,3,NA,NA,NA,NA,NA,5,NA,5,NA,NA,6,5,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,27,Female,Other,trout,"Yes, I only spoke English growing up",NA,No.,I do not know.,NA,1,ad63|ad16|ad23|ad44|ad38|ad25|ad08|ad57|ad04|ad05|catch1|ad48|ad13|ad03|ad60|ad15|ad61|ad31|ad06|ad12|ad32|catch2|ad70|ad49|ad18|ad45|ad55|ad40,NA,NA,ad63,ad16,ad23,ad44,ad38,ad25,ad08,ad57,ad04,ad05,ad48,ad13,ad03,ad60,ad15,ad61,ad31,ad06,ad12,ad32,ad70,ad49,ad18,ad45,ad55,ad40,6,5,6,4,6,6,6,5,5,4,5,6,5,6,5,5,4,5,6,5,5,3,5,4,5,5
151,R_2bKybO2wB7BsxwZ,R_2bKybO2wB7BsxwZ,703,TB7Y1SNNCa,3,NA,NA,NA,4,3,6,5,6,5,NA,NA,NA,NA,NA,4,4,NA,NA,6,3,6,7,3,NA,NA,NA,NA,NA,6,NA,5,6,NA,NA,NA,NA,NA,NA,4,5,6,NA,6,3,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,6,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,Within the last 5 years,A few times a year,As experienced,I was as skilled as most people,3,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Mozilla Firefox,NA,45,Female,Other,trout,"Yes, I spoke English and these other languages growing up:",Russian,NA,"Something to do with instructions, but I'm not sure.",NA,1,ad05|ad70|ad21|ad20|ad23|ad44|ad06|ad41|ad39|ad77|catch1|ad32|ad22|ad67|ad31|ad09|ad15|ad16|ad08|ad63|ad43|catch2|ad19|ad40|ad07|ad04|ad49|ad29,NA,NA,ad05,ad70,ad21,ad20,ad23,ad44,ad06,ad41,ad39,ad77,ad32,ad22,ad67,ad31,ad09,ad15,ad16,ad08,ad63,ad43,ad19,ad40,ad07,ad04,ad49,ad29,3,5,6,3,3,3,6,6,4,6,6,7,3,5,5,4,4,6,7,6,6,5,5,4,5,6
67,R_2c5VYj1PfsU6z6L,R_2c5VYj1PfsU6z6L,709,6oNvW7KuQ,6,5,NA,4,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,6,NA,6,NA,NA,NA,NA,2,6,4,5,NA,NA,6,NA,NA,NA,NA,NA,5,5,6,NA,NA,NA,6,NA,5,NA,NA,NA,NA,4,NA,6,NA,5,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,5,4,NA,NA,2,NA,6,NA,5,NA,4,4,1,"Yes, I've played some version of this game before",Over a year ago,More than 5 years ago,Less than once a year,Less experienced,I was less skilled than most people,10,"With a trackpad<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_56WYyxpIN9rhHhz"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,26,Female,Other,trout,"Yes, I only spoke English growing up",NA,nope,not sure,NA,1,ad64|ad42|ad75|ad57|ad21|ad46|ad53|ad55|ad40|ad29|catch1|ad30|ad09|ad73|ad01|ad61|ad03|ad28|ad70|ad31|ad48|catch2|ad77|ad69|ad41|ad23|ad34|ad15,NA,NA,ad64,ad42,ad75,ad57,ad21,ad46,ad53,ad55,ad40,ad29,ad30,ad09,ad73,ad01,ad61,ad03,ad28,ad70,ad31,ad48,ad77,ad69,ad41,ad23,ad34,ad15,5,6,6,5,6,6,4,6,5,6,4,5,2,5,5,4,2,4,5,5,5,5,5,6,6,4
105,R_2CIiGQ9MEdJmdvW,R_2CIiGQ9MEdJmdvW,685,Vzl6pzaRES,9,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,5,NA,NA,4,4,6,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,4,6,3,6,4,5,NA,NA,NA,4,NA,2,5,NA,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,4,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,A few times a week,As experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,58,Female,Other,trout,"Yes, I only spoke English growing up",NA,no,not too sure,NA,1,ad50|ad58|ad06|ad36|ad52|ad17|ad60|ad54|ad78|ad12|catch1|ad49|ad61|ad16|ad15|ad51|ad41|ad18|ad05|ad77|ad53|catch2|ad66|ad39|ad65|ad34|ad25|ad64,NA,NA,ad50,ad58,ad06,ad36,ad52,ad17,ad60,ad54,ad78,ad12,ad49,ad61,ad16,ad15,ad51,ad41,ad18,ad05,ad77,ad53,ad66,ad39,ad65,ad34,ad25,ad64,6,4,4,4,6,6,2,5,3,5,4,5,4,4,3,6,4,4,5,4,5,4,5,6,4,5
252,R_2CIL8RmprekiUkJ,R_2CIL8RmprekiUkJ,487,hu6ct1Vy,6,NA,NA,6,2,4,5,4,NA,NA,NA,NA,4,4,NA,NA,NA,4,5,NA,NA,NA,NA,4,5,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,5,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,3,5,NA,NA,5,NA,NA,5,NA,NA,NA,5,5,5,NA,NA,5,NA,NA,NA,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was as skilled as most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,37,Male,Other,trout,"Yes, I only spoke English growing up",NA,no everything ran smoothly ,fun ,NA,1,ad12|ad03|ad17|ad72|ad37|ad07|ad43|ad60|ad66|ad70|catch1|ad59|ad18|ad04|ad54|ad63|ad33|ad05|ad75|ad24|ad13|catch2|ad40|ad51|ad71|ad23|ad06|ad28,NA,NA,ad12,ad03,ad17,ad72,ad37,ad07,ad43,ad60,ad66,ad70,ad59,ad18,ad04,ad54,ad63,ad33,ad05,ad75,ad24,ad13,ad40,ad51,ad71,ad23,ad06,ad28,4,6,4,5,5,4,6,5,5,5,3,5,2,5,5,4,4,5,5,4,5,3,5,4,5,2
197,R_2dA1OLNhVHQbq8a,R_2dA1OLNhVHQbq8a,872,qO7EZJo0YN,4,NA,NA,NA,6,NA,1,NA,NA,NA,5,7,NA,2,NA,NA,7,NA,NA,6,5,4,NA,NA,NA,NA,1,1,NA,1,NA,NA,4,NA,4,6,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,6,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,4,NA,NA,5,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,1,"No, I've never played any version of this game before",NA,NA,Less than once a year,Less experienced,I was less skilled than most people,10,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,20,Female,Other,trout,"Yes, I only spoke English growing up",NA,no not at all.,"a game , try to find words fast",thank you,1,ad67|ad39|ad78|ad46|ad13|ad26|ad06|ad65|ad10|ad62|catch1|ad29|ad34|ad16|ad35|ad32|ad04|ad21|ad60|ad20|ad27|catch2|ad19|ad11|ad66|ad50|ad47|ad68,NA,NA,ad67,ad39,ad78,ad46,ad13,ad26,ad06,ad65,ad10,ad62,ad29,ad34,ad16,ad35,ad32,ad04,ad21,ad60,ad20,ad27,ad19,ad11,ad66,ad50,ad47,ad68,7,7,5,1,2,1,1,5,5,4,1,4,7,6,4,6,4,7,5,1,6,7,1,7,6,1
95,R_2dEnpvrGPQCWzNC,R_2dEnpvrGPQCWzNC,1577,9Q2g6eTq3R,4,NA,NA,NA,NA,NA,NA,NA,5,NA,6,5,NA,5,5,NA,NA,NA,6,NA,NA,NA,5,NA,5,NA,NA,NA,NA,4,NA,5,6,6,NA,5,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,5,NA,6,NA,NA,NA,4,NA,NA,NA,5,6,4,NA,NA,4,4,1,"Yes, I've played some version of this game before",Within the last week,More than 5 years ago,Less than once a year,As experienced,I was as skilled as most people,5,"With a computer mouse<br /> / <img src=""https://harvard.qualtrics.com/CP/Graphic.php?IM=IM_b2S1XUhyOM6jiQd"" style=""width: 150px; height: 150px;"" /> / <hr />",NA,Google Chrome,NA,28,Female,Other,trout,"Yes, I spoke English and these other languages growing up:",korean,NA,Rating on advice.,NA,1,ad10|ad74|ad47|ad66|ad75|ad24|ad64|ad29|ad70|ad08|catch1|ad52|ad22|ad38|ad11|ad32|ad61|ad31|ad63|ad18|ad35|catch2|ad14|ad13|ad76|ad43|ad33|ad50,NA,NA,ad10,ad74,ad47,ad66,ad75,ad24,ad64,ad29,ad70,ad08,ad52,ad22,ad38,ad11,ad32,ad61,ad31,ad63,ad18,ad35,ad14,ad13,ad76,ad43,ad33,ad50,6,5,5,6,6,5,5,4,4,5,6,5,5,5,6,5,5,5,6,5,5,5,4,5,6,5
