condition,advisor,participant,Answer.surveycode,Finished,Q_TotalDuration,iud_c,advc_i_t_3,adv_t_3,hjt_c,ypl_c,sqt_c,jfm_c,lnc_c,Prev.Games_1,Prev.Games_2,Prev.Games_3,Prev.Games_3_TEXT,Prev.Games_4,Play.Rate,PlayHistor,adv_skl,adv_comp,adv_help_hyp,adv_eff_hyp,adv_help,adv_eff_1,Subjec.Exp,SubjSkill,avg_perf_1_TEXT,adv_perf_1_TEXT,input,input_TEXT,browser,age,gender,randomized_order,Exclude,Exclude_why,baseline,advisor_pid,advisor_start.date,advisor_ResponseID,advisor_duration,advisor_browser_meta,advisor_consent_t_3,advisor_Intro_t_3,advisor_Line_t_3,advisor_Line2_c,advisor_Practice_c,advisor_itz_c,advisor_iud_c,advisor_hjt_c,advisor_ypl_c,advisor_sqt_c,advisor_yto_c,advisor_jfm_c,advisor_kte_c,advisor_bga_c,advisor_lnc_c,advisor_board_mean,advisor_board_median,advisor_adv_inst_t_3,advisor_advice,advisor_advice_t_3,advisor_subexp,advisor_subskill,advisor_input,advisor_browser_report,advisor_avg_perf,advisor_adv_eff_1,advisor_age,advisor_gender,advisor_vision,advisor_language,advisor_language2,StudyGuess.y,Comments.y,advisor_board_order,advisor_b1,advisor_b2,advisor_b3,advisor_b4,advisor_b5,advisor_b6,advisor_b7,advisor_b8,advisor_b9,advisor_b10,advisor_s1,advisor_s2,advisor_s3,advisor_s4,advisor_s5,advisor_s6,advisor_s7,advisor_s8,advisor_s9,advisor_s10,baseline
treatment,ap60,13,R_bkpdDhiy0QmFV3r,1,394,16.23,18.545,18.399,21.436,11.548,15.228,11.362,14.764,1,NA,NA,NA,NA,5,5,2,1,,,1,0,2,3,12,15,mouse,NA,Google Chrome,20,Male,adv_header|ap60|adv_t|Q151,NA,NA,16.23,25,42289.78403,R_AGpPyxy49GlCqQN,1478,Firefox,4.734,21.948,5.197,3.879,45.504,61.847,45.2,37.832,64.496,58.416,30.664,85.713,37.792,30.64,68.195,52.0795,51.808,23.284,"First, make the shortest and most direct.  Then look at situations where two different-colored circles are close together.  Try to determine which directions you can go so the lines overlap. You could instead try to make the most far apart connections first using the most square as possible, then try to connect the closer together circles of the same color and adjust accordingly.",303.843,1,NA,mouse,Mozilla Firefox,24,30,30,Female,1,1,NA,Maybe how people approach problems.,Fun!,bga|sqt|iud|itz|ypl|yto|jfm|hjt|lnc|kte,bga_c,sqt_c,iud_c,itz_c,ypl_c,yto_c,jfm_c,hjt_c,lnc_c,kte_c,30.64,58.416,45.2,61.847,64.496,30.664,85.713,37.832,68.195,37.792,16.23
control,ap00,2236,R_22Fyw3hfqsbezU4,1,395,16.65,,,16.231,17.477,2.079,19.413,17.429,1,NA,NA,NA,NA,5,4,,,3,41,,,3,3,120,,touchscreen,NA,Mozilla Firefox,22,Male,,NA,NA,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap62,354,R_3PNxHZ8278u38sK,1,509,16.722,18.014,13.479,30.6,27.832,16.714,17.16,20.321,1,NA,NA,NA,NA,4,4,1,1,,,1,0,2,2,20,30,mouse,NA,Google Chrome,34,Male,adv_header|ap62|adv_t|Q151,NA,NA,16.722,91,42289.80278,R_1i2Lqryaeu5ekYC,1638,Chrome,3.873,435.122,7.556,7.463,28.454,51.001,53.175,64.077,36.187,80.464,149.457,79.522,40.265,46.072,35.738,63.5958,52.088,29.044,My advice is to not overthink it. Do the shortest legs first and the longer ones will become obvious.,48.767,1,1,trackpad,Google Chrome,45,100,36,Male,1,1,NA,I don't know,NA,hjt|sqt|yto|iud|jfm|bga|lnc|ypl|kte|itz,hjt_c,sqt_c,yto_c,iud_c,jfm_c,bga_c,lnc_c,ypl_c,kte_c,itz_c,64.077,80.464,149.457,53.175,79.522,46.072,35.738,36.187,40.265,51.001,16.722
control,ap00,2196,R_SP0AsoMeX9vZSMN,1,625,16.819,,,18.709,18.314,14.06,29.243,20.074,1,NA,NA,NA,NA,1,5,,,4,49,,,3,3,25,,touchscreen,NA,Google Chrome,21,Male,,NA,NA,16.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap34,671,R_3QWVYISi5rzzs04,1,477,16.912,16.409,13.943,57.709,20.396,14.463,14.259,26.914,NA,NA,NA,NA,1,NA,NA,2,2,,,3,29,2,2,30,30,mouse,NA,Google Chrome,21,Male,adv_header|ap34|adv_t|Q151,NA,NA,16.912,7,42289.78333,R_3G8wp5Ju80WwcVo,869,Firefox,10.099,21.473,6.954,4.325,31.827,83.494,80.582,28.498,29.924,35.234,54.308,31.262,19.446,38.107,32.864,43.3719,34.049,23.834,"When trying to connect colors that look farthest from each other, try and use the route that is least direct. One that uses up most boxes.",55.674,1,2,mouse,Internet Explorer,38,60,30,Male,1,1,NA,not sure,NA,itz|sqt|iud|jfm|hjt|kte|yto|lnc|bga|ypl,itz_c,sqt_c,iud_c,jfm_c,hjt_c,kte_c,yto_c,lnc_c,bga_c,ypl_c,83.494,35.234,80.582,31.262,28.498,19.446,54.308,32.864,38.107,29.924,16.912
treatment,ap20,1150,R_3GCFxliK2cKR6mY,1,449,16.977,16.403,13.586,61.36,18.728,16.667,35.3,17.363,1,NA,NA,NA,NA,5,4,1,1,,,3,19,2,2,45,45,mouse,NA,Google Chrome,31,Male,adv_header|ap20|adv_t|Q151,NA,NA,16.977,79,42289.79236,R_1MKZOmoHd9DdSGI,730,Chrome,4.697,20.214,5.384,4.533,32.501,20.796,29.375,35.971,29.109,39,26.688,28.663,28.051,34.253,18.74,29.0646,28.886,16.845,The only piece of advice I can really offer is just go for it. don't try to strategize or think it out. Just start and see if certain moves work.  / ,71.513,2,2,mouse,Google Chrome,30,31,22,Female,1,1,NA,giving people advice on colorlink / ,NA,iud|itz|sqt|lnc|kte|yto|jfm|hjt|ypl|bga,iud_c,itz_c,sqt_c,lnc_c,kte_c,yto_c,jfm_c,hjt_c,ypl_c,bga_c,29.375,20.796,39,18.74,28.051,26.688,28.663,35.971,29.109,34.253,16.977
treatment,ap20,999,R_2yszq5FmFf7NqlG,1,323,17.034,16.657,13.402,17.404,14.699,14.169,16.199,13.273,NA,NA,NA,NA,1,NA,NA,2,2,,,3,10,2,2,15,15,trackpad,NA,Google Chrome,29,Female,adv_header|ap20|adv_t|Q151,NA,NA,17.034,79,42289.79236,R_1MKZOmoHd9DdSGI,730,Chrome,4.697,20.214,5.384,4.533,32.501,20.796,29.375,35.971,29.109,39,26.688,28.663,28.051,34.253,18.74,29.0646,28.886,16.845,The only piece of advice I can really offer is just go for it. don't try to strategize or think it out. Just start and see if certain moves work.  / ,71.513,2,2,mouse,Google Chrome,30,31,22,Female,1,1,NA,giving people advice on colorlink / ,NA,iud|itz|sqt|lnc|kte|yto|jfm|hjt|ypl|bga,iud_c,itz_c,sqt_c,lnc_c,kte_c,yto_c,jfm_c,hjt_c,ypl_c,bga_c,29.375,20.796,39,18.74,28.051,26.688,28.663,35.971,29.109,34.253,17.034
treatment,ap37,388,R_SBrlddii9bfpGYp,1,860,17.075,18.806,14.985,21.522,18.626,17.322,25.266,14.33,1,NA,NA,NA,NA,3,3,2,1,,,3,10,3,3,60,40,mouse,NA,Mozilla Firefox,35,Male,adv_header|ap37|adv_t|Q151,NA,NA,17.075,69,42289.78819,R_31oz2aXYxDqDcc8,895,Chrome,14.15,9.94,8.557,4.814,42.889,34.894,49.603,31.43,30.977,53.949,29.793,38.622,33.427,39.705,62.151,40.4551,36.758,29.569,Start by finding colors that have the closest distance and work your way up from there.,38.79,2,2,mouse,Google Chrome,35,81,27,Male,1,1,NA,Problem solving,NA,lnc|jfm|bga|kte|ypl|sqt|yto|itz|hjt|iud,lnc_c,jfm_c,bga_c,kte_c,ypl_c,sqt_c,yto_c,itz_c,hjt_c,iud_c,62.151,38.622,39.705,33.427,30.977,53.949,29.793,34.894,31.43,49.603,17.075
treatment,ap44,1442,R_3F41oyu1jZqCJje,1,443,17.086,19.655,13.23,29.875,21.568,24.232,18.691,17.253,1,NA,NA,NA,NA,4,3,2,2,,,5,56,1,1,30,20,mouse,NA,Google Chrome,29,Female,adv_header|ap44|adv_t|Q151,NA,NA,17.086,6,42289.78333,R_3Rx9n8Tz9mXBoC6,1089,Chrome,29.339,22.649,9.868,6.156,33.564,52.506,54.463,44.724,27.656,37.281,127.224,36.411,39.962,24.504,35.781,48.0512,38.6215,70.117,"I  would start by linking the dots that are closest together on the board and then moving outward to the dots that are farther apart, in this way you avoid intersecting lines when you are linking the colors.",63.677,1,1,trackpad,Google Chrome,35,59,28,Female,1,1,NA,I'm not sure.,NA,kte|yto|iud|itz|ypl|hjt|sqt|jfm|lnc|bga,kte_c,yto_c,iud_c,itz_c,ypl_c,hjt_c,sqt_c,jfm_c,lnc_c,bga_c,39.962,127.224,54.463,52.506,27.656,44.724,37.281,36.411,35.781,24.504,17.086
treatment,ap69,857,R_10NkaRngxg8VQlr,1,474,17.087,16.175,13.837,27.095,12.84,19.063,16.983,25.207,1,NA,NA,NA,NA,2,5,2,1,,,2,10,3,3,45,60,mouse,NA,Internet Explorer,32,Male,adv_header|ap69|adv_t|Q151,NA,NA,17.087,37,42289.78403,R_3scd0VVMvkAyu08,1859,Chrome,3.329,53.629,10.394,7.49,30.058,74.759,61.305,250.959,65.769,134.045,76.75,74.31,67.266,57.719,67.762,93.0644,71.036,27.746,I think the most important advice that I can give is to pinpoint the  colors that are far away or what looks like to be the hardest to connect and try to find the right route to connect. You will get the hang of it after awhile even though they get more difficult as they go. ,334.791,1,2,trackpad,Google Chrome,70,48,36,Male,1,1,NA,I don't know,no,yto|ypl|itz|bga|iud|jfm|hjt|sqt|kte|lnc,yto_c,ypl_c,itz_c,bga_c,iud_c,jfm_c,hjt_c,sqt_c,kte_c,lnc_c,76.75,65.769,74.759,57.719,61.305,74.31,250.959,134.045,67.266,67.762,17.087
treatment,ap63,839,R_vIBXJQxDoiS23Qt,1,351,17.09,17.453,14.507,12.979,26.293,12.459,11.96,31.735,1,NA,NA,NA,NA,4,3,3,2,,,6,19,3,3,25,15,mouse,NA,Google Chrome,28,Male,adv_header|ap63|adv_t|Q151,NA,NA,17.09,89,42289.80139,R_29bHTUC2CIKSmRv,1634,Chrome,49.375,15.359,5.164,4.662,68.268,37.857,55.035,237.868,148.137,53.889,187.818,50.589,108.823,44.493,39.58,96.4089,54.462,16.272,Experiment at first. Try to see where certain color lines would HAVE to fill in the space in order for all the spaces to be filled.,51.848,1,1,mouse,Google Chrome,200,13,25,Male,1,1,NA,Probably had something to do without our ability to describe our own strategies and methods.,No comments.,iud|kte|hjt|sqt|bga|itz|lnc|ypl|jfm|yto,iud_c,kte_c,hjt_c,sqt_c,bga_c,itz_c,lnc_c,ypl_c,jfm_c,yto_c,55.035,108.823,237.868,53.889,44.493,37.857,39.58,148.137,50.589,187.818,17.09
control,ap00,2066,R_3rJl8jOk5Fl0iPw,1,388,17.15,,,22.145,20.589,15.67,54.701,15.632,1,NA,NA,NA,NA,5,4,,,2,8,,,2,2,34,,touchscreen,NA,Google Chrome,25,Female,,NA,NA,17.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2065,R_3R4oEhi0ZOrbHM2,1,830,17.216,,,15.808,23.84,72.415,15.233,19.183,1,NA,NA,NA,NA,5,6,,,4,20,,,2,2,20,,touchscreen,NA,Google Chrome,39,Female,,NA,NA,17.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap02,1618,R_2CBYdPbkJ8cHAQ8,1,408,17.24,11.242,8.821,19.074,15.683,17.816,13.8,14.544,NA,NA,1,FLOW FREE ON IPHONE,NA,4,3,2,2,,,4,50,2,2,15,15,trackpad,NA,Safari,25,Female,adv_header|ap02|adv_t|Q151,NA,NA,17.24,1,42289.78333,R_1C3BDSKrTvEeo6w,774,Chrome,2.186,12.041,13.281,1.811,157.437,25.515,30.897,40.517,50.01,15.082,27.397,16.864,17.447,17.259,15.669,25.6657,21.481,44.143,I would move the balls that are furthest away from each other first. I would also go for the ones near the corner or edges. ,25.409,2,2,mouse,Google Chrome,40,53,24,Male,1,1,NA,People's problem solving skills. Logical problem solving. ,NA,hjt|itz|lnc|kte|yto|sqt|jfm|iud|bga|ypl,hjt_c,itz_c,lnc_c,kte_c,yto_c,sqt_c,jfm_c,iud_c,bga_c,ypl_c,40.517,25.515,15.669,17.447,27.397,15.082,16.864,30.897,17.259,50.01,17.24
control,ap00,2220,R_1f1O0HhyPxlYa7D,1,467,17.334,,,33.352,16.558,19.533,12.468,12.29,1,NA,NA,NA,NA,2,3,,,5,70,,,2,3,15,,touchscreen,NA,Google Chrome,20,Female,,NA,NA,17.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap05,68,R_2xJFeaZjnidhT6T,1,808,17.423,16.096,14.658,36.661,18.64,28.992,16.289,24.964,NA,NA,NA,NA,1,NA,NA,2,2,,,4,0,1,2,20,20,mouse,NA,Google Chrome,28,Male,adv_header|ap05|adv_t|Q151,NA,NA,17.423,21,42289.78403,R_2ydCHrT6zFQWjc7,588,Chrome,1.859,7.841,4.533,2.245,42.609,19.296,20.746,30.16,16.857,21.876,53.156,28.777,34.18,28.195,13.738,26.6981,25.0355,5.01,Connect the dots with the shortest ling first. Then focus on the dots on the corners. It is easier to work from the inside to the outside.,27.354,1,1,mouse,Google Chrome,26,65,25,Male,1,1,NA,Puzzle solving skills,NA,bga|jfm|ypl|sqt|yto|kte|hjt|itz|iud|lnc,bga_c,jfm_c,ypl_c,sqt_c,yto_c,kte_c,hjt_c,itz_c,iud_c,lnc_c,28.195,28.777,16.857,21.876,53.156,34.18,30.16,19.296,20.746,13.738,17.423
treatment,ap01,617,R_3iPbzHkO955WOpb,1,447,17.446,21.565,14.361,29.341,41.032,29.245,26.115,18.094,1,NA,NA,NA,NA,5,4,2,2,,,4,5,3,2,25,25,mouse,NA,Google Chrome,25,Male,adv_header|ap01|adv_t|Q151,NA,NA,17.446,65,42289.78681,R_3JYT3RQm5ZRRzDb,724,Chrome,8.045,26.026,6.711,3.278,18.877,20.501,32.168,85.982,15.9,41.901,16.275,15.409,17.208,17.927,36.015,29.9286,19.214,43.417,Connect the dots closest to each other first.,24.225,1,2,mouse,Google Chrome,25,38,25,Male,1,1,NA,Player skill perception,NA,lnc|iud|sqt|itz|ypl|kte|bga|hjt|yto|jfm,lnc_c,iud_c,sqt_c,itz_c,ypl_c,kte_c,bga_c,hjt_c,yto_c,jfm_c,36.015,32.168,41.901,20.501,15.9,17.208,17.927,85.982,16.275,15.409,17.446
treatment,ap68,1456,R_2TNoF3jpq5T8hyX,1,546,17.488,16.594,14.568,40.092,23.2,22.178,17.748,24.763,NA,NA,NA,NA,1,NA,NA,3,2,,,4,20,2,2,40,20,mouse,NA,Google Chrome,23,Female,adv_header|ap68|adv_t|Q151,NA,NA,17.488,38,42289.78403,R_3pfD2b2LrgeuD7U,1454,Chrome,5.493,17.105,7.926,11.535,94.625,82.039,38.618,110.936,65.529,146.176,124.166,38.56,37.334,47.869,63.077,75.4304,64.303,22.069,Try to connect dots on the edges first.  Try to connect simple paths next.  Try to leave openings for complicated paths. ,112.951,2,2,trackpad,Google Chrome,90 sec,52,52,Male,1,1,NA,To see what kind of advice people will come up with.,NA,itz|yto|sqt|ypl|hjt|jfm|iud|lnc|kte|bga,itz_c,yto_c,sqt_c,ypl_c,hjt_c,jfm_c,iud_c,lnc_c,kte_c,bga_c,82.039,124.166,146.176,65.529,110.936,38.56,38.618,63.077,37.334,47.869,17.488
control,ap00,2209,R_yQLqO5yKYulKlsl,1,1865,17.588,,,25.49,29.545,18.33,15.786,37.207,1,NA,NA,NA,NA,4,3,,,2,22,,,2,3,30,,mouse,NA,Google Chrome,29,Female,,NA,NA,17.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap39,1279,R_2h7kAFxs1kEWM8N,1,477,17.616,19.243,13.147,34.472,35.292,23.392,18.971,37.244,NA,NA,NA,NA,1,NA,NA,2,2,,,5,60,1,1,40,20,mouse,NA,Google Chrome,27,Male,adv_header|ap39|adv_t|Q151,NA,NA,17.616,24,42289.78403,R_3rNuAkGTy4QXD2q,951,Chrome,15.938,20.593,9.227,8.362,70.11,121.762,30.561,28.986,37.734,78.651,75.19,37.087,45.713,20.92,27.01,50.3614,37.4105,17.231,"I would suggest starting by connecting the dots furthest apart and closest to the edges of the board, then work your way down by then completing the next furthest, until you finish.",56.514,1,1,mouse,Google Chrome,30,75,33,Female,1,1,NA,Strategies people use for problem solving,"Fun, cool game!",itz|sqt|jfm|yto|kte|iud|bga|ypl|hjt|lnc,itz_c,sqt_c,jfm_c,yto_c,kte_c,iud_c,bga_c,ypl_c,hjt_c,lnc_c,121.762,78.651,37.087,75.19,45.713,30.561,20.92,37.734,28.986,27.01,17.616
treatment,ap18,732,R_2TAvDovYuv5V7NW,1,461,17.671,17.88,21.627,25.143,15.025,19.055,13.593,16.519,1,NA,NA,NA,NA,1,5,2,2,,,4,0,3,3,20,20,mouse,NA,Mozilla Firefox,32,Female,adv_header|ap18|adv_t|Q151,NA,NA,17.671,34,42289.78403,R_1mXf5zzbu68s5xn,1349,Chrome,10.243,32.986,6.242,3.74,42.61,40.394,30.355,20.4,21.628,27.304,24.261,37.15,26.672,53.255,42.17,32.3589,28.8295,50.097,Much easier using a normal mouse on a hard surface. Make sure when you're connecting lines you don't accidentally hit another line or it breaks it up and you have to redo it from where you hit it. Boards aren't too complicated. You just need to take a few seconds at the start and look at the whole board. I found it easier to connect the farthest dots first and work my way down to the ones that were closest to each other. Don't really need any sort of strategy. Just try and draw the lines on the outside of the board and work your way into the middle.,311.669,1,1,mouse,Google Chrome,25,31,34,Male,1,1,NA,how well we give advice,NA,kte|jfm|lnc|itz|sqt|yto|bga|iud|hjt|ypl,kte_c,jfm_c,lnc_c,itz_c,sqt_c,yto_c,bga_c,iud_c,hjt_c,ypl_c,26.672,37.15,42.17,40.394,27.304,24.261,53.255,30.355,20.4,21.628,17.671
treatment,ap50,389,R_2ux0OFnZhHqX6si,1,497,17.688,16.853,15.105,41.399,20.643,24.791,17.16,16.779,1,NA,NA,NA,NA,4,4,2,2,,,4,6,2,2,35,30,mouse,NA,Mozilla Firefox,21,Female,adv_header|ap50|adv_t|Q151,NA,NA,17.688,27,42289.78403,R_bwLW2StniRcGzoB,1600,Chrome,22.546,48.447,27.095,17.172,38.141,51.892,69.419,26.998,108.772,30.578,106.675,27.273,35.191,34.135,74.946,56.5879,43.5415,46.515,"My advice is just to start each board and go with your gut instinct on which color to choose 1st.  Try to make the 1st couple colors passes go around the perimeter or the long way, that way the ones towards the middle can be done without any mistakes.",142.975,1,1,mouse,Google Chrome,65,75,37,Female,1,1,NA,"I'm not quite sure what it was about but it was really unique and fun, I liked it a lot...it was very challenging!",N/A,itz|bga|jfm|iud|ypl|yto|lnc|sqt|kte|hjt,itz_c,bga_c,jfm_c,iud_c,ypl_c,yto_c,lnc_c,sqt_c,kte_c,hjt_c,51.892,34.135,27.273,69.419,108.772,106.675,74.946,30.578,35.191,26.998,17.688
treatment,ap49,774,R_2bW5mUEP42NjO1h,1,412,17.784,16.635,13.169,20.649,14.424,36.508,82.71,15.049,NA,NA,NA,NA,1,NA,NA,2,1,,,3,0,1,3,45,35,mouse,NA,Safari,26,Male,adv_header|ap49|adv_t|Q151,NA,NA,17.784,17,42289.78403,R_1rv0IcGBRVU109d,1234,Chrome,50.952,173.734,5.974,3.977,30.687,28.2,75.136,40.552,65.121,73.64,145.073,29.148,46.045,34.319,36.863,57.4097,43.2985,21.23,"Start with the easy connections first, then work your way up to the ones that are more far apart. Usually once you get most of the board it's pretty easy to figure out where everything else should go. ",67.985,1,1,mouse,Google Chrome,40,65,29,Male,1,1,NA,"how people communicate advice, and perspectives of games. ",none,bga|kte|sqt|yto|iud|jfm|lnc|ypl|itz|hjt,bga_c,kte_c,sqt_c,yto_c,iud_c,jfm_c,lnc_c,ypl_c,itz_c,hjt_c,34.319,46.045,73.64,145.073,75.136,29.148,36.863,65.121,28.2,40.552,17.784
treatment,ap68,1623,R_2QycRMOpcNe2eiZ,1,560,17.82,33.453,27.543,19.784,27.156,21.168,15.184,29.4,1,NA,NA,NA,NA,5,4,1,2,,,4,43,2,2,20,20,mouse,NA,Google Chrome,24,Male,adv_header|ap68|adv_t|Q151,NA,NA,17.82,38,42289.78403,R_3pfD2b2LrgeuD7U,1454,Chrome,5.493,17.105,7.926,11.535,94.625,82.039,38.618,110.936,65.529,146.176,124.166,38.56,37.334,47.869,63.077,75.4304,64.303,22.069,Try to connect dots on the edges first.  Try to connect simple paths next.  Try to leave openings for complicated paths. ,112.951,2,2,trackpad,Google Chrome,90 sec,52,52,Male,1,1,NA,To see what kind of advice people will come up with.,NA,itz|yto|sqt|ypl|hjt|jfm|iud|lnc|kte|bga,itz_c,yto_c,sqt_c,ypl_c,hjt_c,jfm_c,iud_c,lnc_c,kte_c,bga_c,82.039,124.166,146.176,65.529,110.936,38.56,38.618,63.077,37.334,47.869,17.82
treatment,ap27,1734,R_3hAssP0fQEEdDtG,1,621,17.833,18.649,19.86,17.248,20.624,26.067,15.751,15.344,1,NA,NA,NA,NA,5,4,3,2,,,4,15,3,3,22,18,mouse,NA,Mozilla Firefox,35,Female,adv_header|ap27|adv_t|Q151,NA,NA,17.833,39,42289.78403,R_1msFJj35kBBgglb,1160,Chrome,7.601,28.47,7.281,8.359,27.33,38.446,94.747,30.147,22.572,16.831,65.216,18.243,59.427,15.651,31.988,39.3268,31.0675,23.242,"Always connect the 2 closest dots first and work from there. If you are having trouble thinking of how it should fit together, just start connecting the dots and replace the ones you did incorrectly because it will be easier for you to see what will fit when there aren't as many open spaces left.",88.481,1,1,mouse,Google Chrome,60,100,24,Male,1,1,NA,I think the study was about processing visual images and figuring out path routes.,I thought that was a very fun game. It was cool to see how my times got lower with the more practice I had.,iud|hjt|yto|jfm|itz|ypl|sqt|bga|lnc|kte,iud_c,hjt_c,yto_c,jfm_c,itz_c,ypl_c,sqt_c,bga_c,lnc_c,kte_c,94.747,30.147,65.216,18.243,38.446,22.572,16.831,15.651,31.988,59.427,17.833
treatment,ap20,946,R_3hxRxfZd7WUtLdQ,1,409,17.937,16.34,13.034,31.73,26.306,18.793,15.801,16.105,NA,NA,NA,NA,1,NA,NA,1,1,,,1,8,1,2,20,60,mouse,NA,Mozilla Firefox,28,Male,adv_header|ap20|adv_t|Q151,NA,NA,17.937,79,42289.79236,R_1MKZOmoHd9DdSGI,730,Chrome,4.697,20.214,5.384,4.533,32.501,20.796,29.375,35.971,29.109,39,26.688,28.663,28.051,34.253,18.74,29.0646,28.886,16.845,The only piece of advice I can really offer is just go for it. don't try to strategize or think it out. Just start and see if certain moves work.  / ,71.513,2,2,mouse,Google Chrome,30,31,22,Female,1,1,NA,giving people advice on colorlink / ,NA,iud|itz|sqt|lnc|kte|yto|jfm|hjt|ypl|bga,iud_c,itz_c,sqt_c,lnc_c,kte_c,yto_c,jfm_c,hjt_c,ypl_c,bga_c,29.375,20.796,39,18.74,28.051,26.688,28.663,35.971,29.109,34.253,17.937
treatment,ap62,1577,R_XHsPOmdk9YrOh4R,1,560,17.975,16.261,14.563,71.411,46.317,14.326,31.799,29.472,NA,NA,NA,NA,1,NA,NA,3,2,,,6,20,1,1,60,40,mouse,NA,Google Chrome,29,Male,adv_header|ap62|adv_t|Q151,NA,NA,17.975,91,42289.80278,R_1i2Lqryaeu5ekYC,1638,Chrome,3.873,435.122,7.556,7.463,28.454,51.001,53.175,64.077,36.187,80.464,149.457,79.522,40.265,46.072,35.738,63.5958,52.088,29.044,My advice is to not overthink it. Do the shortest legs first and the longer ones will become obvious.,48.767,1,1,trackpad,Google Chrome,45,100,36,Male,1,1,NA,I don't know,NA,hjt|sqt|yto|iud|jfm|bga|lnc|ypl|kte|itz,hjt_c,sqt_c,yto_c,iud_c,jfm_c,bga_c,lnc_c,ypl_c,kte_c,itz_c,64.077,80.464,149.457,53.175,79.522,46.072,35.738,36.187,40.265,51.001,17.975
treatment,ap27,575,R_3qpsRiEcvVvpyka,1,938,18.026,24.156,12.886,68.586,56.745,57.842,21.162,27.753,1,NA,NA,NA,NA,1,1,3,2,,,5,75,3,2,150,55,mouse,NA,Mozilla Firefox,38,Female,adv_header|ap27|adv_t|Q151,NA,NA,18.026,39,42289.78403,R_1msFJj35kBBgglb,1160,Chrome,7.601,28.47,7.281,8.359,27.33,38.446,94.747,30.147,22.572,16.831,65.216,18.243,59.427,15.651,31.988,39.3268,31.0675,23.242,"Always connect the 2 closest dots first and work from there. If you are having trouble thinking of how it should fit together, just start connecting the dots and replace the ones you did incorrectly because it will be easier for you to see what will fit when there aren't as many open spaces left.",88.481,1,1,mouse,Google Chrome,60,100,24,Male,1,1,NA,I think the study was about processing visual images and figuring out path routes.,I thought that was a very fun game. It was cool to see how my times got lower with the more practice I had.,iud|hjt|yto|jfm|itz|ypl|sqt|bga|lnc|kte,iud_c,hjt_c,yto_c,jfm_c,itz_c,ypl_c,sqt_c,bga_c,lnc_c,kte_c,94.747,30.147,65.216,18.243,38.446,22.572,16.831,15.651,31.988,59.427,18.026
control,ap00,2164,R_3JtmmOO9XTFqlfc,1,554,18.08,,,30.423,16.42,17.531,26.355,17.385,1,NA,NA,NA,NA,5,4,,,4,20,,,2,2,15,,touchscreen,NA,Mozilla Firefox,35,Female,,NA,NA,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
treatment,ap12,444,R_3EVVa1COzbXc84N,1,646,18.132,16.451,27,77.418,21.4,49.525,16.72,46.925,1,NA,NA,NA,NA,4,4,2,3,,,5,61,2,2,40,30,mouse,NA,Google Chrome,54,Female,adv_header|ap12|adv_t|Q151,NA,NA,18.132,100,42289.83889,R_cSZiMiYefM9vpn3,766,Chrome,45.05,18.583,7.345,3.752,15.009,27.895,37.05,35.639,21.448,66.934,19.313,22.215,20.154,46.59,25.81,32.3048,26.8525,18.646,The main thing to focus on first are the dots that are the closest together.  Those have the least possible pathways.  Also try to do the ones first that you realize can't have very many possible paths.,43.234,1,1,mouse,Google Chrome,15,60,37,Female,1,1,NA,I'm not sure.,NA,ypl|hjt|iud|lnc|jfm|bga|itz|sqt|kte|yto,ypl_c,hjt_c,iud_c,lnc_c,jfm_c,bga_c,itz_c,sqt_c,kte_c,yto_c,21.448,35.639,37.05,25.81,22.215,46.59,27.895,66.934,20.154,19.313,18.132
control,ap00,2603,R_1hAyJ7XKxTDg1R0,1,451,18.209,,,49.44,32.111,33.553,28.375,19.53,NA,NA,NA,NA,1,NA,NA,,,1,0,,,2,3,60,,touchscreen,NA,Google Chrome,54,Male,,NA,NA,18.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
control,ap00,2142,R_2XaOIzEHCXW5tDj,1,549,18.258,,,20.898,145.063,32.242,30.371,22.519,NA,NA,NA,NA,1,NA,NA,,,1,0,,,2,2,200,,touchscreen,NA,Google Chrome,32,Male,,NA,NA,18.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
