participant,Progress,Duration..in.seconds.,Finished,ResponseId,DistributionChannel,UserLanguage,meta_Browser,meta_Version,meta_Operating.System,meta_Resolution,cat_json,eise_json,lnpk_json,mpeh_json,woln_json,demi_json,nwsr_json,prev_exp,prev_last,prev_first,prev_freq,adv_exp,adv_skill,adv_helpf,adv_imp_1,rel_exp,rel_skill,avg_perf_1,adv_perf_1,input,input_7_TEXT,browser,browser_6_TEXT,animals,age,gender,catch,catch_4_TEXT,language,language_3_TEXT,language_2_TEXT,bugreport,hyp,comments,condition,ResponseID,Q_TotalDuration,inst_bar,inst_crab,inst_barb,inst_mat,eise_c,lnpk_c,mpeh_c,woln_c,demi_c,nwsr_c
35,100,1998,TRUE,R_1BR7obnfVcnZ2gA,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x960,JptMIOKwMb,tK7b1m4Bf,KdO09aBN5c,pczQntp2v6,0ziC5lMthV,xjLNnnVtmJ,mPTf1IRR4k,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was as skilled as most people,10,,"With a computer mouse

",,Google Chrome,,"lion, tiger, elephant, mouse, cat, dog, ant, bird, parrot, eagle, pig, sheep, fish, rat",31,Male,"Hobbies, favorite sports",,"Yes, I only spoke English growing up",,,no,good,no,control,R_1BR7obnfVcnZ2gA,1998,0,0,1,1,0,0,0,0,0,0
36,100,969,TRUE,R_2PbstvFvKK0kgQi,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1024x768,pQ7yO6fgfa  ,SeaRJfb8Da  ,zgs7aLWtL8  ,8RybuBOHx9  ,E1E9YXRQho  ,t9ntXFI7YL  ,1BZfSIxMN2  ,"Yes, I've played some version of this game before",Within the last month,Within the last year,A few times a month,They were less skilled than most people,They were about as skilled as me,5,71,I was as experienced as most people,I was less skilled than most people,3,2,"With a computer mouse

",,Google Chrome,,"CAT,DOG.",32,Male,"Gender, marital status, and education",,"Yes, I spoke English and these other languages growing up:",,,good,good,good,goodadvice,R_2PbstvFvKK0kgQi,969,0,0,0,1,2,3,2,5,5,4
37,100,1087,TRUE,R_1jxEbA3NNcZS0NH,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,bkICE65lVj ,R3NLyl5jFv  ,cdMr3ff6gl ,4uIDq4Pnbj ,DXBPsDNWSh,dRePMmDca8  ,dgLC5ssvTB  ,"No, I've never played any version of this game before",,,A few times a month,,They were about as skilled as me,6,88,I was as experienced as most people,I was as skilled as most people,7,7,"With a computer mouse

",,Google Chrome,,"Rat
cat 
dog
duck
bear
snake
pig
hen
elephant
ostrich
goose
rabbit
guinea rat
guinea pig
panda
fox
lion
goat
",35,Female,Other,orange,"Yes, I only spoke English growing up",,,No.,Perception about a game.,Fascinating!,goodadvice,R_1jxEbA3NNcZS0NH,1087,0,0,0,1,2,2,4,6,7,7
38,100,832,TRUE,R_yWOufy3bZgtJPuV,anonymous,EN,Chrome,88.0.4324.190,Windows NT 10.0,1366x768,OC8EKje99p ,CJVl93YXHB,5DnaygZUjN  ,4UFr8WscrV  ,hFYOGkaSR  ,RQyLgVHb0Z ,helbdzNEte  ,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 3 years,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,6,,"With a trackpad

",,Google Chrome,,"cat, dog, bird, snake, cheetah, lion, leopard, tiger, fish, wolf, cow, goat, hog, pig, calf, horse, pony, chicken, hen, rooster, chick, turkey",65,Female,Other,orange,"Yes, I only spoke English growing up",,,No,How fast I can find words.,,control,R_yWOufy3bZgtJPuV,832,0,1,0,1,9,10,10,9,14,15
39,100,941,TRUE,R_1g7oOESKh5gZTz8,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1085x610,ywe070YRl , yxuD3uiII  ,zaQfKZDS6j, zatxObutIb, 4yPF2VbvZN ,ODCidwduzn , EYadUDTIBv,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,5,40,I was less experienced than most people,I was as skilled as most people,5,5,"With a computer mouse

",,Google Chrome,,"cat, rat, bat, snake, cow, horse, sheep, goat, bear, dog, cat, opossum, raccoon, fox, coyote, rabbit, duck, goose, chicken, ",50,Female,Other,orange,"Yes, I only spoke English growing up",,,none,not sure,none,badadvice,R_1g7oOESKh5gZTz8,941,0,0,0,1,4,2,5,7,5,7
40,100,1041,TRUE,R_1pmsWBsdBjQJ6Ou,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1920x1080,bvhJWsu08U  ,UL8vVXX88m  ,GXVoF2yNrY  ,mxvsGxeTqN  ,VbWKyxqgZK  ,fn5x7Dl1U  ,pHdSMLa21D  ,"No, I've never played any version of this game before",,,I never play word-finding games,They were less skilled than most people,They were more skilled than me,6,60,I was as experienced as most people,I was as skilled as most people,7,3,"With a trackpad

",,Google Chrome,,"tiger,lion,girraffe,monkey,hyena,chettah,leopard,elephant,jaguar,dog,cat",24,Male,Other,Orange,"Yes, I only spoke English growing up",,,No errors,No comments,No comments,goodadvice,R_1pmsWBsdBjQJ6Ou,1041,0,0,0,1,4,2,5,5,4,8
41,100,667,TRUE,R_cUZOglVbU6pjnTb,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,hWeJecYmOX,SoDr8pvGCU,dqsppLeHUN,5xH4veca3d,Ijf0yLM4XW,P0Y75WPBtb,YhQkSPiZIK,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"tiger, elephant, cat, dog, fish, gerbil, mouse, lion, antelope, meerkat, lemur, horse, lamb, ",53,Female,Other,orange,"Yes, I only spoke English growing up",,,none,I have no idea.,no comments,control,R_cUZOglVbU6pjnTb,667,1,0,1,0,5,4,6,6,8,6
42,100,953,TRUE,R_cOANR9bUONvGk4F,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,BVJ4W0U4na,dvSkN7Sad,QTPHtYGFMy,EVegVqIMFn,jGCaS8JCh5,95hYynCUi,izkslLaaF,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,4,38,I was as experienced as most people,I was as skilled as most people,5,5,"With a trackpad

",,Google Chrome,,"cat,dog, cow, horse, mouse, sheep, donkey, goose, duck, ",41,Male,Other,orange,"Yes, I only spoke English growing up",,,no,I am not sure.,thank you!,badadvice,R_cOANR9bUONvGk4F,953,0,1,1,0,2,3,2,3,1,4
43,100,897,TRUE,R_73ZzyMPYrADN0hH,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1280x720,RJXfMwHu14,4GI66ywP,Qp4WaqFPgs,kaGDO9fvC1,cpjfOhVsD1,nBWTaaiLhs,gRb5GxRmV ,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,6,69,I was as experienced as most people,I was as skilled as most people,2,2,"With a computer mouse

",,Google Chrome,,"Lion, tiger, elephant, snake, giraffe, ",25,Male,Other,orange,"Yes, I only spoke English growing up",,,none,none,none,badadvice,R_73ZzyMPYrADN0hH,897,0,0,1,1,0,3,3,5,1,2
44,100,713,TRUE,R_2D1cibmYcHt2w90,anonymous,EN,Chrome,88.0.4324.150,Macintosh,2560x1440,qww5GcZzi,87JKQlnHqe,D46ExsI3Ks,mMVbZ3Sqg,Z1c4uQa2fd,P2KQfJq21p,8ZuYycE77,"No, I've never played any version of this game before",,,I never play word-finding games,,,,NA,I was less experienced than most people,I was less skilled than most people,5,,"With a computer mouse

",,Google Chrome,,"dog, cat, lion, tiger, elephant, fish, snake, panda, lizard",27,Male,Other,orange,"Yes, I only spoke English growing up",,,None,behavior on crosswords,,control,R_2D1cibmYcHt2w90,713,1,1,1,0,3,4,9,7,4,6
45,100,682,TRUE,R_YW6QvrKUJUCuvWV,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,xH7GfyRTac ,pn6IEohmCD,qfDKNJrnTV ,yH4nrZyBy7,BbeXOogwsZ,IWEgRSnD5S ,44ZqnzZlnO  ,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,9,,"With a computer mouse

",,Google Chrome,,"dog,
cat,
zebra,
donkey,
elephant
tiger
lion
bear
monkey
giraffe
bird
horse
cow
bison
skunk
elk
deer
rat
rabbit
squirrel",37,Female,Other,orange,"Yes, I only spoke English growing up",,,no,i am not sure,,control,R_YW6QvrKUJUCuvWV,682,1,1,0,0,9,11,12,12,17,17
46,100,763,TRUE,R_1H8hkWBIxlXFc3A,anonymous,EN,Firefox,78,Linux x86_64,2400x1350,ohKgXdC8D,Pkysrjkgpt,mHp4WFE6Yn,syJj3MDlPa,HCtnKpx9Cl,t2OXOBv0fR,1Ku2j78Co,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were about as skilled as me,1 - Extremely unhelpful,0,I was as experienced as most people,I was as skilled as most people,5,5,"With a computer mouse

",,Mozilla Firefox,,"giraffe, hippo, kangaroo, squirrel, bear, tiger, ocelot, lynx, rabbit, jackrabbit, hare, owl, crow, raven, cheetah, lion, leopard, pig, cow, chicken, alpaca, goat, camel, moose, mountain lion",32,Male,Other,orange,"Yes, I only spoke English growing up",,,no,i don't know,,badadvice,R_1H8hkWBIxlXFc3A,763,1,0,0,0,6,4,6,7,4,9
47,100,1413,TRUE,R_3m1NNJLtn8vZ4AD,anonymous,EN,Chrome,88.0.4324.182,Macintosh,1280x800,zhFZNwqGYr,41SyUSlFRJ,5iD7cN7ViS,KbmorqXDRm,iGEz4BUDUv,DSvO8XIrs,VQW0djE4qt,"Yes, I've played some version of this game before",Within the last year,Within the last 5 years,A few times a year,They were less skilled than most people,They were about as skilled as me,5,39,I was more experienced than most people,I was more skilled than most people,14,10,"With a trackpad

",,Google Chrome,,"Dog, Cat, Elephant, Giraffe, Shark, Fish, Snake, Iguana, Manatee, Eel, Salmon, Shrimp, Whale, Falcon, Robin, Eagle ",26,Male,Other,orange,"Yes, I only spoke English growing up",,,None,To see how well we could perform on the word scrabble task,No other comments to add,badadvice,R_3m1NNJLtn8vZ4AD,1413,0,0,0,0,14,12,16,15,17,15
48,100,1027,TRUE,R_3GBXAQEoLY0a0mR,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1366x768,jG6gbuuXee,kNBZmWcj2R,5TLJMgTSC6,c3YHQNPwTR,3bBy0D7Rti,oWWMeXKqrv,5fIGCQkRFj,"No, I've never played any version of this game before",,,A few times a week,They were more skilled than most people,They were more skilled than me,6,81,I was as experienced as most people,I was more skilled than most people,12,15,"With a computer mouse

",,Google Chrome,,"cat, dog, lion, tiger, graffic, rabbit, rat, mouse, rat, pig, duck, cheeta,",27,Female,Other,orange,"Yes, I only spoke English growing up",,,nothing,game,nice,badadvice,R_3GBXAQEoLY0a0mR,1027,0,0,1,0,0,0,0,0,0,0
49,100,1531,TRUE,R_2OH0yNjUPdBuuVm,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1920x1080,bOIrLrydHL,Ysy2pw8bsh,cTXxmFMKEi,ML6vic0gso,gPGm44FLKz,JTRrkC7PBE,H7cm364pSD,"No, I've never played any version of this game before",,,Less than once a year,They were about as skilled as most people,They were more skilled than me,6,18,I was less experienced than most people,I was less skilled than most people,6,9,"With a computer mouse

",,Google Chrome,,"lion, tiger, bear, gorilla, ant, falcon, eagle, goat, cow, sheep, pig, dog, cat, elephant, giraffe, salmon, tuna, ",30,Male,Other,orange,"Yes, I only spoke English growing up",,,none,understanding how people perform on word games,none,goodadvice,R_2OH0yNjUPdBuuVm,1531,1,1,0,0,3,3,6,10,8,5
50,100,828,TRUE,R_3QK8npxPJzg0JLb,anonymous,EN,Chrome,88.0.4324.150,Windows NT 10.0,1920x1200,oRnwkw4tMJ  ,yRGqPs7KWS  ,njCYPUVwMS  ,i3VOrsg9m8,B5cMIjImS  ,Iu1U0TLLFH  ,jh7og8Kbz  ,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,3,0,I was as experienced as most people,I was as skilled as most people,12,12,"With a computer mouse

",,Google Chrome,,dog cat pony rabbit mouse monkey cow goat gerbil chicken sheep lion tiger bear salmon ocelot lizard parrot sloth,42,Male,Other,orange,"Yes, I only spoke English growing up",,,no,if word games influenced my animal answers later,n/a,badadvice,R_3QK8npxPJzg0JLb,828,0,0,0,0,17,10,17,14,19,17
51,100,1006,TRUE,R_1dKzDWImlpecXp0,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.1,1280x1024,9eMayJbetR,QDsMheu4Qx,dzaMwDjUad,PdQ0P7xFg8,qIyPyOSMt2,5XRK6cIWP5,yj4WgHrVe,"Yes, I've played some version of this game before",Within the last 6 months,Within the last 6 months,A few times a week,,,,NA,I was as experienced as most people,I was as skilled as most people,2,,"With a computer mouse

",,Google Chrome,,"dog, cat, bear, fox, lion, zebra, ",25,Female,Other,orange,"Yes, I only spoke English growing up",,,nothing,good,good,control,R_1dKzDWImlpecXp0,1006,0,0,0,1,0,2,3,3,5,3
53,100,805,TRUE,R_2ts8TsheiWgpJia,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1366x768,b6PU3IGQSj  ,XOLWG4txq6  ,jDTkI4YvX  ,KkL7D7vp6K  ,HrV1V7BVjy  ,TICTEbfpt7  ,sJBYZXWZOl  ,"No, I've never played any version of this game before",,,I never play word-finding games,,,,NA,I was as experienced as most people,I was less skilled than most people,4,,"With a computer mouse

",,Google Chrome,,"CAT,COW, TIGER, MONKEY, LION, ELEPH",29,Male,Other,ORANGE,"Yes, I only spoke English growing up",,,NO,SOME INTERSTING IN MY OWN THOUGHTS,NO COMMENTS,control,R_2ts8TsheiWgpJia,805,0,0,0,1,2,1,4,2,2,4
54,100,905,TRUE,R_RmChdfO06JC0TKN,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.3,1366x768,OUOua9z  ,VIQ6wz7dbi  ,9eW1zjrGCr  ,ST6vzoHEs0  ,TWqcgFFhXj  ,v0YZ1kBjSf  ,6MJgqzivhi  ,"No, I've never played any version of this game before",,,A few times a year,,,,NA,I was as experienced as most people,I was as skilled as most people,5,,"With a computer mouse

",,Google Chrome,,"CAT, DOG, FISH, TIGER,ELEPHANT,HORSE",55,Female,Other,orange,"Yes, I only spoke English growing up",,,NOTHING,IT WAS JUST A GAME,NICE STUDY,control,R_RmChdfO06JC0TKN,905,0,0,0,1,3,1,3,0,5,2
55,100,821,TRUE,R_SBkP386Y4v96G5j,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1920x1080,kymmjqkZKg,QzeK0b3wZX,VY2nM5iiSB,9EUkQdfzX5,uBrCxc9Ib3,n4fkDUV6zS,L9JsFuiOwr,"Yes, I've played some version of this game before",Within the last year,More than 5 years ago,A few times a year,They were about as skilled as most people,They were about as skilled as me,4,8,I was as experienced as most people,I was as skilled as most people,3,3,"With a computer mouse

",,Google Chrome,,"dog, pig, cat, seagull, rat, chinchilla, horse, squirrel, lamb",34,Male,Other,orange,"Yes, I only spoke English growing up",,,Nope,Not sure,No other comments,badadvice,R_SBkP386Y4v96G5j,821,1,1,0,1,2,2,9,7,9,6
56,100,820,TRUE,R_6zh6e4E8BO96xY5,anonymous,EN,Chrome,88.0.4324.182,Windows NT 6.1,1536x864, aBwC4qn9wm,pwMwSkmYXb,4enYfRwq0C,OMX8OrO1LI , YSFE7tmnxG,81TwIDFMz1 ,LziB769fVs,I'm not sure,,,Less than once a year,They were about as skilled as most people,They were about as skilled as me,3,14,I was as experienced as most people,I was as skilled as most people,5,8,"With a computer mouse

",,Google Chrome,,"zebra, eel, lion, emu, whale, wolf, bear, cat, dog, mouse, chicken, ",40,Male,Other,orange,"Yes, I only spoke English growing up",,,too long for $1,,,goodadvice,R_6zh6e4E8BO96xY5,820,1,0,1,0,7,7,9,9,4,9
57,100,1194,TRUE,R_1KkkmqaDbO6uvi8,anonymous,EN,Chrome,88.0.4324.104,Windows NT 6.3,1280x800,kalM697m4  ,vf3HiWhECc  ,RDxptTIPRo  ,VG8RYR1pF  ,XWxQ0Lthy  ,cqsDtI2TZH  ,wvMfZuUMI2  ,"No, I've never played any version of this game before",,,Less than once a year,,,,NA,I was less experienced than most people,I was less skilled than most people,3,,"With a computer mouse

",,Google Chrome,,"Dog,cat,Fox,sheep,bear,deer,lion.tiger",27,Male,Other,orange,"Yes, I only spoke English growing up",,,No,This study was about  an games and puzzles,Nice,control,R_1KkkmqaDbO6uvi8,1194,1,1,0,1,2,2,3,3,4,3
58,100,1220,TRUE,R_3NFlLApfvZJRC0x,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,7cEfT4hzU  ,9VUrBtmdHp  , Y5jsG0Mmk7,ScXJvYibqh,ni7P7XWbk,Ey3aFaIq4W,sNfb9dZpBc,"Yes, I've played some version of this game before",Within the last month,Within the last year,A few times a month,They were about as skilled as most people,They were about as skilled as me,5,62,I was as experienced as most people,I was as skilled as most people,2,1,"With a computer mouse

",,Google Chrome,,dog,38,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,no problem,game study,nothing,badadvice,R_3NFlLApfvZJRC0x,1220,0,0,1,1,0,2,2,4,3,5
59,100,923,TRUE,R_3RkgXqyBzXzEiXf,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,bt8bYBDMvL,hliS6zHHEx,PPN9euP4kJ,BEVW1Ew5Kt,4aYgkPRRFr,K5VpGSRpF7,MrcHGVyoMk,"No, I've never played any version of this game before",,,Less than once a year,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,80,I was less experienced than most people,I was less skilled than most people,3,5,"With a trackpad

",,Google Chrome,,fox dog cat elephant badger bird snake dolphin whale fish horse goat llama rat gerbil hamster ferret rabbit opossum racoon ,39,Female,Other,orange,"Yes, I only spoke English growing up",,,,,,goodadvice,R_3RkgXqyBzXzEiXf,923,0,1,0,0,3,8,6,6,9,8
60,100,792,TRUE,R_2wL9SqdfOQ21SRH,anonymous,EN,Firefox,85,Ubuntu,1440x900,75v9Rk7xfD,PyCibm1FW,bjxNEI4v2g,BdxX1Bbepq,piphpEdl1z,DxocSDY6qi,968WsN9rgk,"Yes, I've played some version of this game before",Over a year ago,Within the last 6 months,Less than once a year,They were about as skilled as most people,They were about as skilled as me,3,20,I was as experienced as most people,I was as skilled as most people,10,15,"With a trackpad

",,Mozilla Firefox,,"pig, dog, bear, antelope, cat, dog, sheep, leopard, shark, monkey, donkey, horse, mule, llama, alpaca, camel, shrew, gorilla, mink, chimpanzee, lemur, mole, vole, mouse, cow, elephant, hyena",47,Male,Other,orange,"Yes, I only spoke English growing up",,,none,how proficient people think they are at things versus how proficient they really are,none,goodadvice,R_2wL9SqdfOQ21SRH,792,1,0,0,0,8,9,10,6,14,6
61,100,832,TRUE,R_3h5W35UDFKeDFIX,anonymous,EN,Chrome,88.0.4324.182,Macintosh,1440x900,0GZ2ZYjYu  ,WD9U3NUja  ,OCBR811VF,wkP4BsSVQZ  ,4aIJbNljsO  ,M7CPJrfsmp, dZPhRQzGd2  ,"No, I've never played any version of this game before",,,A few times a year,They were about as skilled as most people,They were about as skilled as me,2,19,I was as experienced as most people,I was as skilled as most people,8,9,"With a computer mouse

",,Google Chrome,,"deer, elk, bear, fox, rabbit, dog, cat, coyote, elephant, lion, tiger, zebra, giraffe, sheep, cow, pig, hog, monkey, gorilla, chimpanzee, ",62,Female,Other,orange,"Yes, I only spoke English growing up",,,none,words and advice,,goodadvice,R_3h5W35UDFKeDFIX,832,1,0,0,0,5,7,7,9,9,6
62,100,784,TRUE,R_3D7V9rYvz8uh643,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1366x768,cDLrLnZQl1,w0PDxKqa2J,vJXjrpFYuf,ycKOqNq3Qp,I646DXwQYi,8QeIyXSWCc,D0wU5EpquV,"No, I've never played any version of this game before",,,I never play word-finding games,They were about as skilled as most people,They were more skilled than me,2,8,I was less experienced than most people,I was less skilled than most people,5,7,"With a computer mouse

",,Google Chrome,,giraffe hippo rhino zebra beaver wolf coyote cheetah hyena lion tiger bear seal manatee whale orca shark jelly fish stingray squid seagull falcon blue jay robin crow spider fly scorpion mantis bee ant,33,Male,Other,orange,"Yes, I only spoke English growing up",,,,How people perform at the game boggle the first time they play,,badadvice,R_3D7V9rYvz8uh643,784,1,0,0,0,4,6,4,8,8,9
63,100,946,TRUE,R_1KXQlYzN8Q4kuul,anonymous,EN,Firefox,86,Windows NT 10.0,1920x1080,zTUcvjOXoX  ,Tr8CZ03Xap  ,IlVrIDUer ,aCVq6S1BcB,nxfdXTfVUQ,91saCvu4vk,jwoKtzbnx,"Yes, I've played some version of this game before",Over a year ago,Within the last 3 years,Less than once a year,They were about as skilled as most people,They were more skilled than me,3,5,I was less experienced than most people,I was less skilled than most people,8,10,"With a computer mouse

",,Mozilla Firefox,,"elephant, cat, dog, bird, fish, lion, rat, whale, mole, mouse, dolphin, snake, lizard, frog, toad, monkey, camel, tiger, giraffe",46,Male,Other,orange,"Yes, I only spoke English growing up",,,No,I'm not sure to be honest.,N/A,goodadvice,R_1KXQlYzN8Q4kuul,946,1,1,0,0,5,6,4,5,6,6
64,100,1103,TRUE,R_3sgmDpN0uZrxz6z,anonymous,EN,Chrome,88.0.4324.182,Windows NT 10.0,1536x864,MEaYqnv2aw  ,JVqIgIRByK  ,YP3iee30Ff  ,mMsZBZomze  ,KVUGdQ3EWb  ,Jp7fhB0Eox  ,Qio9f6IfK5  ,"No, I've never played any version of this game before",,,A few times a month,,,,NA,I was as experienced as most people,I was as skilled as most people,10,,"With a computer mouse

",,Google Chrome,,"tiger, cat, dog, lion, elephant, goat, buffalo, cow, sheep, ",34,Male,"Gender, marital status, and education",,"Yes, I only spoke English growing up",,,,I thin the study is about the efficiency to work ,,control,R_3sgmDpN0uZrxz6z,1103,0,0,1,0,4,5,11,10,4,7
65,100,1228,TRUE,R_3KopWymUoxpkEwV,anonymous,EN,Chrome,88.0.4324.190,Windows NT 6.3,1366x768,KKbnve5mp3  ,3JNJh3Ya3F  ,cgnxBJkWLG  ,7FK06DUNL7,gkzPqCUtIS  ,qHgmRWujRe  ,dTwBNSFjP  ,"Yes, I've played some version of this game before",Within the last week,Within the last 6 months,A few times a week,They were more skilled than most people,They were more skilled than me,7 - Extremely helpful,98,I was as experienced as most people,I was as skilled as most people,10,12,"With a computer mouse

",,Safari,,DOGCATLIONTIGERDONKEYPUPPY,58,Female,Other,orange,"Yes, I only spoke English growing up",,,nothing,very nice,nothing,badadvice,R_3KopWymUoxpkEwV,1228,0,0,1,1,2,3,2,3,1,4
